asv_id	FP.GR18286	FP.GR18059	FP.GR18262	FP.GR18061	FP.GR18100	FP.GR18097	FP.GR18066	FP.GR18077	M1	M9	FP.GR18300	FP.GR18064	FP.GR18086	FP.GR18060	FP.GR18249	FP.GR18079	FP.GR18068	FP.GR18052	FP.GR18078	M2	M10	KQZ2468_2	FP.GR18093	FP.GR18099	FP.GR18260	FP.GR18258	FP.GR18259	FP.GR18072	FP.GR18085	FP.GR18065	FP.GR18083	M3	M11	FP.GR18070	FP.GR18245	FP.GR18294	FP.GR18090	FP.GR18295	FP.GR18261	FP.GR18282	FP.GR18275	FP.GR18246	M4	M12	Plant004013	FP.GR18089	FP.GR18095	FP.GR18088	FP.GR18067	FP.GR18062	FP.GR18250	FP.GR18074	FP.GR18055	FP.GR18287	M5	FP.GR18296	FP.GR18284	FP.GR18087	FP.GR18063	FP.GR18272	FP.GR18069	FP.GR18053	FP.GR18082	FP.GR18056	FP.GR18264	M6	Plant007038	FP.GR18051	FP.GR18071	FP.GR18247	FP.GR18273	FP.GR18057	FP.GR18298	FP.GR18076	FP.GR18283	FP.GR18288	M7	FP.GR18073	FP.GR18080	FP.GR18054	FP.GR18252	FP.GR18075	FP.GR18096	FP.GR18081	FP.GR18098	FP.GR18094	M8	Plant006076
Zotu2	1060	216	229	968	2560	4	12	6692	4	6	1650	2	352	518	603	18	6	48	27	5	5	1695	701	305	147	101	6	1	393	19	2733	4	2	510	408	11	155	16	178	21	23	1085	4	3	2065	76	227	168	2	6	2	1283	19	4534	5	1	3	133	123	42	471	3	7168	747	109	5	1025	160	2	451	222	1337	31	30	13	1178	2	28	3	355	1	15	13	1703	7129	706	4	28
Zotu202	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	1	0	0	0	0	0	0	0	0	25	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	70	0	0	0	0	0	0
Zotu798	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Zotu13	55	11	7	61	424	0	1	611	0	0	34	0	5	40	69	9	148	9	11	0	0	159	34	18	0	2	3	0	163	355	260	0	1	4	30	1	205	0	14	2	0	53	0	0	7	5	1	110	0	381	6	143	12	370	1	0	2	17	5	2	43	0	887	78	15	0	100	27	0	20	8	153	0	8	1	81	0	4	0	420	1	194	1	262	438	5	1	3
Zotu1	189	66	83	159	5792	7	134	3772	12	8	250	1	198	449	1787	331	3724	593	541	8	7	2279	204	92	79	23	419	3	2326	2534	2182	2	7	56	633	37	5641	219	1454	77	14	2074	8	19	97	90	14	4242	9	3771	345	4201	921	2359	5	93	85	238	52	90	807	12	6442	3115	320	6	1657	254	0	87	129	2456	265	169	12	827	2	18	4	4003	24	5688	871	3611	3644	700	16	41
Zotu3	26	2	5	2	2	3	1	8	3424	1451	19	0	1	1	4	3	0	30	13	3104	167	40	2	0	2	0	1	0	1	1	3	2470	276	1	22	1	1	1	15	1	456	3	2374	358	80	0	1	1	2	0	0	0	2	5	3141	7	3	0	6	0	4	0	1	1	2	3158	57	2	0	0	0	1	0	1	2	5	2862	13	6	13	8	14	9	7	6	27	2174	4409
Zotu5	3	1	1	7	4	3015	2	1	0	2	0	0	0	5	0	14	3	71	9	2	0	48	1	26	0	0	52	0	0	0	0	0	0	1	1	5	8	2	73	33	1	21	1	2	190	0	21	151	1	2	2	64	6	15	0	75	14	8	19	17	5785	14	30	42	42	18	10991	0	0	0	0	7	6	11	12	60	0	0	0	0	0	144	14	11	1	2	0	10
Zotu28	39	1	0	6	159	0	0	297	0	0	11	0	0	11	17	0	43	7	1	0	0	64	5	5	0	15	5	0	39	170	133	1	0	12	18	2	40	19	19	0	0	91	1	1	1	0	0	17	0	124	0	48	1	146	0	0	1	2	1	0	22	0	371	65	2	1	36	4	0	14	2	62	0	2	0	0	0	1	0	112	1	73	1	63	219	10	2	0
Zotu179	13	0	0	0	0	0	0	13	0	0	0	0	0	0	2	19	0	0	27	0	0	0	0	0	0	0	0	0	0	5	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	2	0	0	3	30	0	5	0	0	0	71	1	0	24	0	2	0	0	0	0	0	0	0	0	0	6	0	0
Zotu8	66	36	10	101	633	1	6	1235	0	0	73	1	6	98	124	9	276	22	66	0	0	346	52	29	10	8	13	1	193	722	494	1	4	14	83	2	118	29	52	6	5	253	0	0	94	5	7	73	0	368	9	335	12	918	0	0	12	6	6	2	84	3	1543	205	49	2	206	65	0	33	13	238	16	35	6	110	0	3	0	294	3	243	71	687	865	59	1	2
Zotu18	41	0	10	0	0	0	7	349	0	0	3	0	1	136	96	7	104	12	14	0	1	221	38	30	4	4	0	0	0	405	300	0	0	8	164	0	325	6	160	2	0	121	1	0	3	2	0	2	0	0	10	0	47	1	0	0	2	9	2	1	47	0	577	140	24	0	85	11	0	6	16	64	15	5	0	122	0	0	1	130	2	1	33	164	1	21	1	0
Zotu239	8	0	0	0	0	0	0	28	0	0	9	0	0	2	0	0	0	0	0	0	0	1	2	3	0	0	0	0	18	33	13	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	6	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0
Zotu34	19	2	0	3	142	0	1	81	0	0	48	0	3	13	80	12	139	20	138	0	0	101	0	0	0	0	27	0	15	169	86	1	0	4	6	0	205	11	34	4	0	68	1	1	1	7	1	317	0	91	3	159	59	41	0	10	0	12	2	1	37	0	462	207	4	0	62	2	0	1	16	94	11	5	1	14	0	3	0	188	0	189	12	106	221	5	0	2
Zotu1201	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu72	37	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	139	0	0	0	0	0	1	1	0	0	0	0	1	10	0	0	0	0	0	0	0	0	0	0	0	1	0	48	0	0	0	1	0	18	5	0	1	0	11	0	8	0	0	0	0	10	13	228	16	0	0	0	0	0	0	56	0	0	0	8	0	1
Zotu37	491	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	1	0	1	1	0	637	0	0	0	12	0	3	0	349	0	0	0	0	0	0	5	0	0	0	0	0	1
Zotu97	18	0	0	0	2	0	0	26	1	0	0	0	3	0	17	5	7	0	0	0	0	56	6	0	0	0	3	0	5	2	0	0	0	0	0	0	67	0	1	0	0	18	0	0	0	0	0	13	0	75	0	3	3	0	0	2	0	0	0	0	0	0	4	0	0	0	0	6	0	0	0	2	1	1	0	0	0	0	0	17	0	146	2	51	56	0	1	2
Zotu92	22	0	0	0	0	0	0	10	0	0	0	0	0	1	0	13	3	3	218	0	0	3	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	7	1	0	0	5	0	0	37	1	5	0	0	0	0	0	13	0	0	0	0	0	1	26	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	174	0	0	0	0	0	2	1	0	0	1	0	0
Zotu5091	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Zotu774	5	0	0	0	0	0	0	2	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	15	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Zotu165	59	25	3	50	742	0	15	808	0	0	2	0	37	124	287	64	335	45	168	1	2	511	2	26	4	1	32	2	255	461	202	0	0	87	30	4	789	7	226	2	1	400	1	1	33	2	1	527	1	194	87	424	175	830	1	1	15	6	6	15	122	2	1063	381	72	0	254	3	1	4	25	344	56	18	1	105	0	2	0	655	1	515	73	657	561	128	1	1
Zotu790	18	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4230	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu23	15	4	11	0	0	0	2	270	0	0	21	0	0	75	115	11	1	19	2	1	0	150	1	29	0	3	0	0	0	442	286	1	0	14	86	0	330	5	141	10	0	121	0	0	1	6	0	6	0	1	8	0	0	0	0	10	1	34	3	1	59	1	440	126	24	1	103	1	0	39	9	45	18	14	18	124	0	7	0	188	0	0	33	2	2	7	1	0
Zotu1028	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	1	0	0	0	3	0	0	0
Zotu1299	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	11	4	0	0	0
Zotu3021	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Zotu259	43	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	1	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu209	2	0	0	0	22	0	0	23	0	0	5	0	3	5	2	2	3	0	0	0	0	2	0	0	0	0	0	0	1	9	15	0	0	0	0	0	2	0	0	0	0	7	0	0	0	0	0	3	0	4	0	2	0	8	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1	11	0	1	0	4	20	0	0	0
Zotu11	13	6	1	38	504	0	2	360	0	0	39	0	15	19	38	22	269	55	48	1	0	279	4	5	13	0	9	0	182	425	79	1	0	37	35	2	415	7	97	0	0	300	1	0	3	0	0	295	2	345	60	241	26	339	0	10	1	0	4	0	90	2	865	124	23	0	161	54	1	2	4	133	18	25	0	84	0	1	0	589	1	528	44	181	345	69	2	3
Zotu1214	16	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Zotu380	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	9	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3054	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu80	28	0	0	0	0	0	0	24	0	0	0	0	3	9	0	10	2	25	72	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	5	0	0	0	2	1	137	0	18	0	0	0	0	0	9	0	0	0	0	0	0	48	0	0	0	0	7	0	0	0	0	0	0	0	3	0	0	189	0	0	0	0	0	0	16	0	0	0	0	0
Zotu74	18	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	1	0	25	1	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	52	0	263	0	1	0	0	0	0	0	5	0	0	2	0	0	0	0	0	0	49	10	1	44	0	0	6	12	0	91	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	126	0	0	0
Zotu49	10	0	0	0	1	0	27	0	0	0	6	0	0	0	23	0	5	0	53	1	0	2	0	3	0	0	0	0	0	0	0	0	0	0	63	0	2	0	28	129	0	0	1	0	19	78	0	0	0	0	0	231	61	47	0	0	0	0	0	0	11	0	0	1	2	0	51	0	0	0	29	5	2	171	24	272	1	0	0	0	0	0	0	0	14	1	0	0
Zotu387	8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	2	0	0	0	0	0	0	0	9	0	0	0	0	0	0	1	0	2	0	1	4	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	10	0	1	0	0	0	1	0	1	0	4	0	0	0	11	25	1	0	0
Zotu1759	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu5135	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0
Zotu326	6	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	1	0	0	0	0	0	2
Zotu7	1	16	0	1	0	0	0	0	45	977	0	1	1	0	0	0	0	1	4	59	1524	2	0	1	1	1	2	0	1	0	1	53	2048	3	802	21	1	0	0	0	5	0	53	2127	9	12	0	0	0	0	0	0	0	0	35	2	1	2	0	0	1	1	0	1	0	158	3	1	0	0	1	2	3	1	0	3	1333	0	0	0	0	1	1	1	1	3	1493	171
Zotu445	3	0	0	0	1	0	0	11	0	0	0	0	0	0	1	0	0	0	0	0	0	9	0	0	0	0	0	0	0	2	8	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	6	6	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	5	10	0	0	0
Zotu124	8	0	0	0	62	0	0	38	0	0	2	0	0	3	4	0	10	3	1	0	0	9	1	0	0	1	0	0	12	37	18	0	0	1	4	0	5	0	0	0	0	8	0	0	0	0	0	4	0	20	2	18	1	9	0	0	0	1	0	0	3	0	44	1	0	0	8	0	0	0	0	5	0	0	0	0	0	0	0	14	0	3	0	42	30	0	0	0
Zotu1723	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Zotu353	4	0	0	1	19	0	0	0	0	0	0	0	0	0	4	0	3	0	0	0	0	3	0	0	0	0	0	0	11	8	0	0	0	0	0	0	4	0	1	0	0	4	0	0	0	0	0	0	0	17	0	3	0	12	0	0	0	0	0	1	5	0	1	0	0	0	14	0	0	0	1	0	0	0	0	0	0	0	0	0	0	11	0	11	0	0	0	0
Zotu16	9	0	0	1	1	0	0	695	0	0	0	0	0	0	14	1	47	0	1	0	0	321	0	0	375	1	0	0	0	1	0	1	0	0	0	0	308	0	90	50	0	296	0	0	1	0	0	2	2	0	0	0	0	7	0	2	0	0	1	1	54	0	0	0	9	0	121	2	2	6	2448	3	0	3	5	74	1	0	0	0	1	0	0	0	51	0	0	0
Zotu75	6	0	0	0	0	0	0	98	0	0	10	0	1	0	6	0	0	1	5	0	0	17	2	0	0	0	0	0	20	1	34	0	0	1	0	1	31	0	0	1	0	13	0	0	6	0	1	3	0	0	0	32	0	4	0	0	1	0	0	0	4	0	166	7	1	0	15	0	0	0	0	21	1	0	0	0	0	0	0	55	0	0	0	42	106	1	0	0
Zotu542	1	0	0	0	0	0	0	11	0	0	0	0	0	0	2	0	1	0	0	0	0	1	4	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	6	8	0	0	0
Zotu9	11	0	0	0	2	0	0	9	30	804	1	0	3	0	0	0	1	0	1	45	1210	0	2	2	20	1	1	2	1	1	2	53	1675	4	671	22	0	2	2	2	0	0	33	1651	4	13	1	0	0	0	0	0	0	3	34	1	0	1	0	10	2	0	2	2	3	153	5	0	3	0	0	0	9	0	0	0	957	0	0	4	0	1	1	0	1	1	1222	122
Zotu4837	19	1	1	12	89	0	3	122	0	0	17	0	8	7	17	0	31	18	13	0	0	31	17	17	1	0	0	0	33	43	39	0	0	1	24	0	21	2	24	1	3	13	0	1	5	0	0	8	0	76	14	53	0	80	0	0	12	0	2	0	33	0	173	61	27	0	54	1	0	1	1	26	5	0	0	18	0	0	1	32	0	35	2	154	125	8	0	0
Zotu657	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0
Zotu1655	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu38	2	0	13	0	0	0	0	18	0	0	0	1	1	25	20	0	1	10	13	0	0	57	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	13	622	0	21	0	0	2	11	0	1	0	0	2	4	0	14	0	1	1	426	45	28	139	1	0	1	0	2	269	0	0	0	0	0	12	0	0	0	0	0	1	0	0	33	0	0	103	5	0	1
Zotu169	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	123	0	2	1	0	0	0	0	0	0	0	27	0	0	1	0	0	1	19	8	0	8	0	0	9	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0
Zotu1124	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu112	6	2	0	2	22	0	0	79	0	0	38	0	0	0	3	0	1	0	0	0	0	10	3	0	0	0	0	0	11	0	33	0	0	0	17	0	4	0	0	0	1	1	0	0	0	0	0	2	0	19	0	22	1	55	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	9	0	0	0	0	0	1	0	21	0	9	0	5	79	19	0	0
Zotu24	2	1	0	77	65	1	36	14	0	1	5	0	0	0	31	4	46	38	1	0	0	0	0	1	37	0	0	1	91	1	0	0	0	19	37	2	0	5	1049	1	2	0	0	2	4	0	0	2	0	0	1	131	328	21	0	0	15	0	0	0	29	1	6	1	0	0	63	20	0	1	0	165	8	571	406	39	1	0	0	0	0	1	4	2	58	0	0	0
Zotu6278	1	0	0	0	11	0	0	2	0	0	0	0	0	1	4	0	14	2	0	0	0	3	0	0	0	0	2	0	28	3	2	0	0	0	0	0	31	1	17	0	0	2	0	0	0	0	0	22	0	21	0	17	0	5	0	0	0	0	0	0	19	0	156	12	1	0	43	1	0	1	0	7	1	2	0	1	0	0	0	25	0	18	1	5	2	0	0	0
Zotu108	6	0	0	0	0	0	79	0	0	0	10	0	0	0	12	0	1	0	6	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	17	0	3	0	26	95	0	0	0	0	1	0	0	6	0	0	1	5	3	1	0	7	0	0	0	2	36	0	0	0	0	0	108	0	0	0	1	10	0	22	9	7	0	0	0	4	0	2	0	0	3	0	0	0
Zotu348	17	0	0	0	0	0	0	0	0	0	1	0	1	0	0	3	0	13	30	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	26	0	0	0	0	0	0	10	0	0	0	0	0
Zotu35	8	0	0	0	2	0	0	0	0	0	1	0	1	1	21	34	1	0	0	0	0	37	1	0	0	50	2	0	2	0	3	0	0	0	0	0	0	1	5	0	0	43	0	0	1	1	0	1	3	1045	34	7	1	21	1	1	124	5	0	0	100	0	1	0	3	1	217	0	0	0	3	0	0	0	0	0	0	0	1	1	0	161	1	0	124	0	0	0
Zotu253	4	1	0	0	0	0	0	26	0	0	0	0	0	0	1	0	0	0	2	0	0	12	0	0	0	0	0	0	0	4	16	0	0	16	0	0	2	0	3	0	0	2	1	0	0	0	0	0	0	3	0	2	1	17	0	0	0	0	0	0	4	0	18	0	0	0	6	3	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	5	3	0	0	0
Zotu240	12	0	0	0	12	0	0	9	0	0	0	0	1	2	16	1	21	0	1	0	0	11	4	0	0	0	2	0	5	7	0	0	0	0	3	0	38	0	11	0	0	13	0	0	0	0	0	54	0	51	1	21	1	11	0	0	0	0	1	0	3	0	26	27	0	0	4	0	0	1	3	13	1	1	0	0	0	0	0	33	0	31	8	19	23	1	0	0
Zotu2640	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu21	8	5	0	22	63	0	0	81	0	0	8	0	10	87	19	0	155	41	38	0	0	131	0	0	1	0	28	0	22	118	44	0	0	1	6	0	215	0	24	0	0	120	0	0	41	10	1	161	0	55	1	221	8	186	1	3	0	2	0	10	18	0	373	99	10	0	24	7	0	0	0	91	7	25	0	41	0	1	1	361	2	196	27	464	129	34	0	1
Zotu29	6	9	0	0	8	0	3	6	0	0	1	0	0	0	0	2	0	0	91	1	0	113	1	0	31	0	395	0	0	1	0	0	0	204	0	1	0	0	0	1	0	216	3	0	0	0	0	0	0	0	7	0	9	18	0	0	1	0	0	0	3	0	5	0	1141	1	4	0	0	0	107	0	155	0	26	0	0	1	0	0	0	3	0	0	0	0	0	0
Zotu20	15	1	4	12	86	1	2	46	0	0	0	0	0	10	141	114	0	81	10	0	1	17	0	0	0	2	11	2	154	32	175	0	0	4	1	0	27	5	1417	12	2	18	2	1	4	16	0	68	0	542	9	3	0	107	0	3	4	14	3	5	70	5	8	7	69	0	175	2	0	1	0	22	1	56	82	1	0	1	0	1	0	25	1	3	63	209	0	0
Zotu1129	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	19	0	0	0
Zotu5197	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu5214	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu6403	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2256	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
