	NC_kit1	NC_kit2
Zotu5434	0	0
Zotu1646	0	0
Zotu3158	0	0
Zotu1783	0	0
Zotu4462	0	0
Zotu5852	0	0
Zotu5733	0	0
Zotu3736	0	0
Zotu3332	0	0
Zotu2264	0	0
Zotu3615	0	0
Zotu2717	0	0
Zotu5779	0	0
Zotu5444	0	0
Zotu2944	0	0
Zotu4558	0	0
Zotu3423	0	0
Zotu4092	0	0
Zotu3818	0	0
Zotu5767	0	0
Zotu5407	0	0
Zotu4285	0	0
Zotu5059	0	0
Zotu3856	0	0
Zotu2740	0	0
Zotu3520	0	0
Zotu313	0	0
Zotu5496	0	0
Zotu2242	0	0
Zotu4217	0	0
Zotu2284	0	0
Zotu6286	0	0
Zotu1284	0	0
Zotu1156	0	0
Zotu792	0	0
Zotu3657	0	0
Zotu954	0	0
Zotu1839	0	0
Zotu1654	0	0
Zotu5675	0	0
Zotu3542	0	0
Zotu5648	0	0
Zotu5276	0	0
Zotu3611	0	0
Zotu3707	0	0
Zotu2948	0	0
Zotu5008	0	0
Zotu5624	0	0
Zotu5217	0	0
Zotu5602	0	0
Zotu5301	0	0
Zotu2915	0	0
Zotu5656	0	0
Zotu5308	0	0
Zotu5534	0	0
Zotu5356	0	0
Zotu5072	0	0
Zotu5433	0	0
Zotu5115	0	0
Zotu5324	0	0
Zotu4375	0	0
Zotu166	0	1
Zotu5551	0	0
Zotu5468	0	0
Zotu5466	0	0
Zotu4791	0	0
Zotu4674	0	0
Zotu5529	0	0
Zotu5566	0	0
Zotu4608	0	0
Zotu4752	0	0
Zotu4757	0	0
Zotu4678	0	0
Zotu5808	0	0
Zotu4636	0	0
Zotu5405	0	0
Zotu5441	0	0
Zotu4727	0	0
Zotu5706	0	0
Zotu5400	0	0
Zotu4557	0	0
Zotu5614	0	0
Zotu5804	0	0
Zotu4452	0	0
Zotu5613	0	0
Zotu3948	0	0
Zotu5820	0	0
Zotu4811	0	0
Zotu3917	0	0
Zotu5520	0	0
Zotu5323	0	0
Zotu3900	0	0
Zotu5449	0	0
Zotu5362	0	0
Zotu5153	0	0
Zotu5622	0	0
Zotu4190	0	0
Zotu5697	0	0
Zotu3759	0	0
Zotu6306	0	0
Zotu3605	0	0
Zotu2416	0	0
Zotu6210	0	0
Zotu5500	0	0
Zotu2110	0	0
Zotu4603	0	0
Zotu3274	0	0
Zotu3242	0	0
Zotu5510	0	0
Zotu1579	0	0
Zotu6308	0	0
Zotu5492	0	0
Zotu4568	0	0
Zotu58	0	2
Zotu1885	0	0
Zotu2209	0	0
Zotu4358	0	0
Zotu6238	0	0
Zotu4354	0	0
Zotu3745	0	0
Zotu6243	0	0
Zotu1889	0	0
Zotu3727	0	0
Zotu6482	0	0
Zotu6254	0	0
Zotu6256	0	0
Zotu1983	0	0
Zotu4919	0	0
Zotu6035	0	0
Zotu2267	0	0
Zotu6090	0	0
Zotu3710	0	0
Zotu1315	0	0
Zotu1952	0	0
Zotu761	0	0
Zotu4562	0	0
Zotu2566	0	0
Zotu1287	0	0
Zotu2221	0	0
Zotu1136	0	0
Zotu3374	0	0
Zotu1963	0	0
Zotu2638	0	0
Zotu4712	0	0
Zotu3368	0	0
Zotu5930	0	0
Zotu3619	0	0
Zotu2449	0	0
Zotu4031	0	0
Zotu4629	0	0
Zotu1775	0	0
Zotu3347	0	0
Zotu3414	0	0
Zotu3634	0	0
Zotu3339	0	0
Zotu2036	0	0
Zotu5882	0	0
Zotu4195	0	0
Zotu3388	0	0
Zotu883	0	0
Zotu2427	0	0
Zotu5902	0	0
Zotu4703	0	0
Zotu2423	0	0
Zotu5877	0	0
Zotu5903	0	0
Zotu4696	0	0
Zotu4140	0	0
Zotu1950	0	0
Zotu2525	0	0
Zotu2156	0	0
Zotu3348	0	0
Zotu1811	0	0
Zotu3545	0	0
Zotu1295	0	0
Zotu6055	0	0
Zotu6058	0	0
Zotu3398	0	0
Zotu6073	0	0
Zotu1411	0	0
Zotu6162	0	0
Zotu4812	0	0
Zotu1649	0	0
Zotu6056	0	0
Zotu3966	0	0
Zotu4156	0	0
Zotu6124	0	0
Zotu6114	0	0
Zotu6170	0	0
Zotu2088	0	0
Zotu4840	0	0
Zotu6131	0	0
Zotu6144	0	0
Zotu4792	0	0
Zotu595	0	0
Zotu4221	0	0
Zotu6010	0	0
Zotu5895	0	0
Zotu4052	0	0
Zotu6075	0	0
Zotu507	0	0
Zotu4235	0	0
Zotu2802	0	0
Zotu2064	0	0
Zotu1456	0	0
Zotu4895	0	0
Zotu860	0	0
Zotu4923	0	0
Zotu3042	0	0
Zotu2291	0	0
Zotu1400	0	0
Zotu2281	0	0
Zotu1127	0	0
Zotu2801	0	0
Zotu3072	0	0
Zotu1591	0	0
Zotu2495	0	0
Zotu1957	0	0
Zotu383	0	0
Zotu2755	0	0
Zotu6320	0	0
Zotu1484	0	0
Zotu1196	0	0
Zotu4726	0	0
Zotu509	0	0
Zotu1272	0	0
Zotu1197	0	0
Zotu771	0	0
Zotu899	0	0
Zotu1240	0	0
Zotu3786	0	0
Zotu3047	0	0
Zotu989	0	0
Zotu2078	0	0
Zotu4555	0	0
Zotu3769	0	0
Zotu1973	0	0
Zotu3001	0	0
Zotu6299	0	0
Zotu6304	0	0
Zotu4577	0	0
Zotu4466	0	0
Zotu1024	0	0
Zotu1746	0	0
Zotu3275	0	0
Zotu4592	0	0
Zotu6342	0	0
Zotu4611	0	0
Zotu1494	0	0
Zotu1934	0	0
Zotu2386	0	0
Zotu1100	0	0
Zotu1935	0	0
Zotu6291	0	0
Zotu6407	0	0
Zotu6409	0	0
Zotu1304	0	0
Zotu1575	0	0
Zotu6424	0	0
Zotu6443	0	0
Zotu1381	0	0
Zotu6433	0	0
Zotu3306	0	0
Zotu997	0	0
Zotu6026	0	0
Zotu4543	0	0
Zotu1384	0	0
Zotu2718	0	0
Zotu4533	0	0
Zotu1974	0	0
Zotu1508	0	0
Zotu3298	0	0
Zotu3006	0	0
Zotu3234	0	0
Zotu6389	0	0
Zotu6502	0	0
Zotu2527	0	0
Zotu6391	0	0
Zotu2522	0	0
Zotu5125	0	0
Zotu1370	0	0
Zotu2390	0	0
Zotu3940	0	0
Zotu2560	0	0
Zotu4941	0	0
Zotu2963	0	0
Zotu1599	0	0
Zotu3471	0	0
Zotu5962	0	0
Zotu3043	0	0
Zotu3926	0	0
Zotu4504	0	0
Zotu1634	0	0
Zotu5283	0	0
Zotu6353	0	0
Zotu1651	0	0
Zotu1833	0	0
Zotu4981	0	0
Zotu3873	0	0
Zotu5005	0	0
Zotu6232	0	0
Zotu6331	0	0
Zotu3139	0	0
Zotu3799	0	0
Zotu5029	0	0
Zotu1864	0	0
Zotu3820	0	0
Zotu4154	0	0
Zotu2957	0	0
Zotu6096	0	0
Zotu2474	0	0
Zotu5178	0	0
Zotu2339	0	0
Zotu4155	0	0
Zotu6186	0	0
Zotu3834	0	0
Zotu5700	0	0
Zotu1846	0	0
Zotu3212	0	0
Zotu5165	0	0
Zotu3196	0	0
Zotu5205	0	0
Zotu5587	0	0
Zotu3973	0	0
Zotu3809	0	0
Zotu2144	0	0
Zotu5659	0	0
Zotu5364	0	0
Zotu5238	0	0
Zotu4344	0	0
Zotu5422	0	0
Zotu4409	0	0
Zotu4442	0	0
Zotu5472	0	0
Zotu3927	0	0
Zotu5467	0	0
Zotu5465	0	0
Zotu2446	0	0
Zotu2389	0	0
Zotu5550	0	0
Zotu2452	0	0
Zotu2448	0	0
Zotu4490	0	0
Zotu725	0	0
Zotu2867	0	0
Zotu2679	0	0
Zotu4394	0	0
Zotu3913	0	0
Zotu5819	0	0
Zotu5839	0	0
Zotu5739	0	0
Zotu2938	0	0
Zotu4715	0	0
Zotu4737	0	0
Zotu4492	0	0
Zotu4693	0	0
Zotu5615	0	0
Zotu2812	0	0
Zotu5414	0	0
Zotu5392	0	0
Zotu4393	0	0
Zotu5417	0	0
Zotu3847	0	0
Zotu3752	0	0
Zotu4710	0	0
Zotu3938	0	0
Zotu1895	0	0
Zotu3363	0	0
Zotu4827	0	0
Zotu5786	0	0
Zotu3975	0	0
Zotu4108	0	0
Zotu5966	0	0
Zotu5515	0	0
Zotu5456	0	0
Zotu5556	0	0
Zotu4889	0	0
Zotu5426	0	0
Zotu4390	0	0
Zotu4507	0	0
Zotu5085	0	0
Zotu2711	0	0
Zotu5578	0	0
Zotu4225	0	0
Zotu5690	0	0
Zotu5673	0	0
Zotu3546	0	0
Zotu1737	0	0
Zotu5631	0	0
Zotu2594	0	0
Zotu1581	0	0
Zotu3364	0	0
Zotu3270	0	0
Zotu2748	0	0
Zotu2340	0	0
Zotu1491	0	0
Zotu1444	0	0
Zotu4852	0	0
Zotu3464	0	0
Zotu2623	0	0
Zotu1253	0	0
Zotu6274	0	0
Zotu2925	0	0
Zotu6233	0	0
Zotu5196	0	0
Zotu2503	0	0
Zotu6008	0	0
Zotu3184	0	0
Zotu2247	0	0
Zotu4990	0	0
Zotu5012	0	0
Zotu3822	0	0
Zotu2089	0	0
Zotu5345	0	0
Zotu2194	0	0
Zotu2206	0	0
Zotu4481	0	0
Zotu5795	0	0
Zotu2272	0	0
Zotu4734	0	0
Zotu4830	0	0
Zotu4930	0	0
Zotu4721	0	0
Zotu2855	0	0
Zotu4628	0	0
Zotu3070	0	0
Zotu3355	0	0
Zotu3700	0	0
Zotu4620	0	0
Zotu4518	0	0
Zotu3618	0	0
Zotu5658	0	0
Zotu5588	0	0
Zotu5071	0	0
Zotu5164	0	0
Zotu5628	0	0
Zotu2680	0	0
Zotu5585	0	0
Zotu2879	0	0
Zotu3476	0	0
Zotu5174	0	0
Zotu113	0	0
Zotu3296	0	0
Zotu5118	0	0
Zotu5454	0	0
Zotu3456	0	0
Zotu584	0	0
Zotu4509	0	0
Zotu2451	0	0
Zotu2440	0	0
Zotu2169	0	0
Zotu5553	0	0
Zotu3945	0	0
Zotu5470	0	0
Zotu4063	0	0
Zotu5344	0	0
Zotu5351	0	0
Zotu1542	0	0
Zotu3866	0	0
Zotu5271	0	0
Zotu5376	0	0
Zotu5576	0	0
Zotu3134	0	0
Zotu2826	0	0
Zotu2777	0	0
Zotu3176	0	0
Zotu5627	0	0
Zotu3796	0	0
Zotu2817	0	0
Zotu3200	0	0
Zotu2299	0	0
Zotu2304	0	0
Zotu5040	0	0
Zotu2987	0	0
Zotu3178	0	0
Zotu5015	0	0
Zotu6473	0	0
Zotu5495	0	0
Zotu6288	0	0
Zotu5042	0	0
Zotu6494	0	0
Zotu4472	0	0
Zotu3920	0	0
Zotu2220	0	0
Zotu6347	0	0
Zotu6100	0	0
Zotu6103	0	0
Zotu6038	0	0
Zotu5869	0	0
Zotu6149	0	0
Zotu1923	0	0
Zotu6122	0	0
Zotu3685	0	0
Zotu6037	0	0
Zotu4249	0	0
Zotu4263	0	0
Zotu1836	0	0
Zotu2377	0	0
Zotu5067	0	0
Zotu5136	0	0
Zotu4067	0	0
Zotu3066	0	0
Zotu1303	0	0
Zotu1554	0	0
Zotu2695	0	0
Zotu4476	0	0
Zotu5990	0	0
Zotu1979	0	0
Zotu3466	0	0
Zotu2668	0	0
Zotu5075	0	0
Zotu5988	0	0
Zotu6492	0	0
Zotu4060	0	0
Zotu6452	0	0
Zotu1658	0	0
Zotu1965	0	0
Zotu3633	0	0
Zotu3701	0	0
Zotu5884	0	0
Zotu4842	0	0
Zotu4619	0	0
Zotu5922	0	0
Zotu4591	0	0
Zotu6095	0	0
Zotu6470	0	0
Zotu6029	0	0
Zotu5699	0	0
Zotu3530	0	7
Zotu449	0	1
Zotu3694	0	0
Zotu4776	0	0
Zotu3679	0	0
Zotu4916	0	0
Zotu4519	0	0
Zotu2799	0	0
Zotu4304	0	0
Zotu3559	0	0
Zotu5801	0	0
Zotu3062	0	0
Zotu5389	0	0
Zotu4915	0	0
Zotu5740	0	0
Zotu5761	0	0
Zotu4672	0	0
Zotu4658	0	0
Zotu5340	0	0
Zotu5355	0	0
Zotu5304	0	0
Zotu3805	0	0
Zotu6197	0	0
Zotu5256	0	0
Zotu6322	0	0
Zotu2338	0	0
Zotu682	0	0
Zotu6219	0	0
Zotu87	0	0
Zotu1125	0	0
Zotu2761	0	0
Zotu759	0	0
Zotu2273	0	0
Zotu4182	0	0
Zotu3622	0	0
Zotu4175	0	0
Zotu3529	0	0
Zotu3977	0	0
Zotu1433	0	0
Zotu1387	0	0
Zotu2765	0	0
Zotu2076	0	0
Zotu890	0	0
Zotu6324	0	0
Zotu3056	0	0
Zotu6223	0	0
Zotu3092	0	0
Zotu4699	0	0
Zotu6463	0	0
Zotu3295	0	0
Zotu2504	0	0
Zotu4597	0	0
Zotu3579	0	0
Zotu6285	0	0
Zotu4666	0	0
Zotu5958	0	0
Zotu3699	0	0
Zotu1778	0	0
Zotu1229	0	0
Zotu6508	0	0
Zotu3501	0	0
Zotu4460	0	0
Zotu4942	0	0
Zotu3133	0	0
Zotu1807	0	0
Zotu2564	0	0
Zotu1231	0	0
Zotu3568	0	0
Zotu3723	0	0
Zotu5264	0	0
Zotu6250	0	0
Zotu3721	0	0
Zotu5270	0	0
Zotu6218	0	0
Zotu2856	0	0
Zotu3557	0	0
Zotu3715	0	0
Zotu6323	0	0
Zotu4274	0	0
Zotu6333	0	0
Zotu6337	0	0
Zotu373	0	0
Zotu3146	0	0
Zotu3712	0	0
Zotu3556	0	0
Zotu1639	0	0
Zotu2979	0	0
Zotu6227	0	0
Zotu2997	0	0
Zotu3135	0	0
Zotu4184	0	0
Zotu6098	0	0
Zotu6077	0	0
Zotu716	0	0
Zotu6110	0	0
Zotu733	0	0
Zotu5026	0	0
Zotu3151	0	0
Zotu1967	0	0
Zotu3709	0	0
Zotu2094	0	0
Zotu1801	0	0
Zotu5253	0	0
Zotu2862	0	0
Zotu4098	0	0
Zotu4094	0	0
Zotu3132	0	0
Zotu5941	0	0
Zotu5943	0	0
Zotu1402	0	0
Zotu5152	0	0
Zotu3640	0	0
Zotu4015	0	0
Zotu2798	0	0
Zotu4197	0	0
Zotu5148	0	0
Zotu3165	0	0
Zotu4193	0	0
Zotu4191	0	0
Zotu5127	0	0
Zotu5926	0	0
Zotu5203	0	0
Zotu5204	0	0
Zotu5917	0	0
Zotu5912	0	0
Zotu5911	0	0
Zotu5888	0	0
Zotu6011	0	0
Zotu5319	0	0
Zotu5294	0	0
Zotu6013	0	0
Zotu2804	0	0
Zotu2828	0	0
Zotu4152	0	0
Zotu3531	0	0
Zotu5287	0	0
Zotu5870	0	0
Zotu3627	0	0
Zotu5070	0	0
Zotu5074	0	0
Zotu6178	0	0
Zotu3535	0	0
Zotu5077	0	0
Zotu6157	0	0
Zotu6074	0	0
Zotu3967	0	0
Zotu3656	0	0
Zotu3198	0	0
Zotu3181	0	0
Zotu3210	0	0
Zotu5108	0	0
Zotu3209	0	0
Zotu5121	0	0
Zotu2699	0	0
Zotu4091	0	0
Zotu1050	0	0
Zotu3665	0	0
Zotu2727	0	0
Zotu1160	0	0
Zotu2793	0	0
Zotu4162	0	0
Zotu6153	0	0
Zotu5868	0	0
Zotu3623	0	0
Zotu1888	0	0
Zotu6015	0	0
Zotu1536	0	0
Zotu3601	0	0
Zotu4001	0	0
Zotu4104	0	0
Zotu2090	0	0
Zotu6081	0	0
Zotu3155	0	0
Zotu6082	0	0
Zotu5009	0	0
Zotu5241	0	0
Zotu2874	0	0
Zotu6193	0	0
Zotu6226	0	0
Zotu4262	0	0
Zotu3703	0	0
Zotu5255	0	0
Zotu3137	0	0
Zotu3572	0	0
Zotu6474	0	0
Zotu5237	0	0
Zotu3562	0	0
Zotu6265	0	0
Zotu5478	0	0
Zotu5489	0	0
Zotu5149	0	0
Zotu6344	0	0
Zotu2482	0	0
Zotu5134	0	0
Zotu6327	0	0
Zotu5183	0	0
Zotu5180	0	0
Zotu5195	0	0
Zotu6312	0	0
Zotu4044	0	0
Zotu5993	0	0
Zotu6402	0	0
Zotu5288	0	0
Zotu4424	0	0
Zotu5038	0	0
Zotu5039	0	0
Zotu4416	0	0
Zotu5066	0	0
Zotu5984	0	0
Zotu6523	0	0
Zotu4542	0	0
Zotu6388	0	0
Zotu6382	0	0
Zotu6383	0	0
Zotu4893	0	0
Zotu3692	0	0
Zotu6489	0	0
Zotu1429	0	0
Zotu6361	0	0
Zotu1290	0	0
Zotu2969	0	0
Zotu3255	0	0
Zotu2580	0	0
Zotu4868	0	0
Zotu4738	0	0
Zotu6421	0	0
Zotu6405	0	0
Zotu6350	0	0
Zotu3717	0	0
Zotu4219	0	0
Zotu4167	0	0
Zotu3733	0	0
Zotu6039	0	0
Zotu5905	0	0
Zotu4017	0	0
Zotu4668	0	0
Zotu6065	0	0
Zotu4149	0	0
Zotu6311	0	0
Zotu972	0	0
Zotu6377	0	0
Zotu5965	0	0
Zotu3903	0	0
Zotu1464	0	0
Zotu1843	0	0
Zotu3238	0	0
Zotu2591	0	0
Zotu3904	0	0
Zotu3254	0	0
Zotu5806	0	0
Zotu2928	0	0
Zotu3243	0	0
Zotu2112	0	0
Zotu2369	0	0
Zotu4589	0	0
Zotu2265	0	0
Zotu4355	0	0
Zotu1678	0	0
Zotu4653	0	0
Zotu2487	0	0
Zotu3256	0	0
Zotu5766	0	0
Zotu1351	0	0
Zotu3341	0	0
Zotu3417	0	0
Zotu3357	0	0
Zotu2877	0	0
Zotu864	0	0
Zotu1913	0	0
Zotu3379	0	0
Zotu2313	0	0
Zotu1650	0	0
Zotu3863	0	0
Zotu2844	0	0
Zotu1695	0	0
Zotu3814	0	0
Zotu2343	0	0
Zotu5382	0	0
Zotu4925	0	0
Zotu5391	0	0
Zotu2585	0	0
Zotu2099	0	0
Zotu1546	0	0
Zotu5785	0	0
Zotu3349	0	0
Zotu4680	0	0
Zotu5844	0	0
Zotu3051	0	0
Zotu3582	0	0
Zotu2596	0	0
Zotu1865	0	0
Zotu3331	0	0
Zotu3370	0	0
Zotu3746	0	0
Zotu4122	0	0
Zotu4890	0	0
Zotu5850	0	0
Zotu5853	0	0
Zotu1496	0	0
Zotu5830	0	0
Zotu4278	0	0
Zotu5521	0	0
Zotu5523	0	0
Zotu3300	0	0
Zotu5513	0	0
Zotu3327	0	0
Zotu5459	0	0
Zotu4516	0	0
Zotu5545	0	0
Zotu4905	0	0
Zotu4768	0	0
Zotu4362	0	0
Zotu5337	0	0
Zotu5341	0	0
Zotu5322	0	0
Zotu5424	0	0
Zotu4952	0	0
Zotu5432	0	0
Zotu5076	0	0
Zotu5358	0	0
Zotu5286	0	0
Zotu2621	0	0
Zotu2692	0	0
Zotu3514	0	0
Zotu4997	0	0
Zotu5610	0	0
Zotu5620	0	0
Zotu2603	0	0
Zotu5275	0	0
Zotu3100	0	0
Zotu5684	0	0
Zotu5041	0	0
Zotu5668	0	0
Zotu4960	0	0
Zotu5315	0	0
Zotu4999	0	0
Zotu5331	0	0
Zotu4959	0	0
Zotu3213	0	0
Zotu6091	0	0
Zotu2622	0	0
Zotu1442	0	0
Zotu3949	0	0
Zotu2959	0	0
Zotu3435	0	0
Zotu3908	0	0
Zotu2592	0	0
Zotu606	0	0
Zotu1115	0	0
Zotu1918	0	0
Zotu3266	0	0
Zotu3315	0	0
Zotu2838	0	0
Zotu1779	0	0
Zotu4863	0	0
Zotu959	0	0
Zotu4570	0	0
Zotu1362	0	0
Zotu2996	0	0
Zotu4623	0	0
Zotu4258	0	0
Zotu4292	0	0
Zotu2174	0	0
Zotu3108	0	0
Zotu4272	0	0
Zotu3241	0	0
Zotu3257	0	0
Zotu2172	0	0
Zotu3753	0	0
Zotu1306	0	0
Zotu2349	0	0
Zotu2916	0	0
Zotu5742	0	0
Zotu1727	0	0
Zotu3872	0	0
Zotu1322	0	0
Zotu3377	0	0
Zotu2950	0	0
Zotu2610	0	0
Zotu2912	0	0
Zotu3961	0	0
Zotu4627	0	0
Zotu1802	0	0
Zotu4861	0	0
Zotu5393	0	0
Zotu2612	0	0
Zotu2319	0	0
Zotu1878	0	0
Zotu5735	0	0
Zotu3571	0	0
Zotu2788	0	0
Zotu5568	0	0
Zotu3702	0	0
Zotu1592	0	0
Zotu3655	0	0
Zotu1669	0	0
Zotu5533	0	0
Zotu5597	0	0
Zotu4026	0	0
Zotu5640	0	0
Zotu2426	0	0
Zotu5596	0	0
Zotu4974	0	0
Zotu3199	0	0
Zotu5309	0	0
Zotu5184	0	0
Zotu5691	0	0
Zotu5239	0	0
Zotu4469	0	0
Zotu1589	0	0
Zotu3391	0	0
Zotu3740	0	0
Zotu1000	0	0
Zotu2113	0	0
Zotu2238	0	0
Zotu2863	0	0
Zotu3645	0	0
Zotu2402	0	0
Zotu1126	0	0
Zotu2224	0	0
Zotu2372	0	0
Zotu5612	0	0
Zotu1826	0	0
Zotu4599	0	0
Zotu3344	0	0
Zotu2117	0	0
Zotu3409	0	0
Zotu3400	0	0
Zotu2697	0	0
Zotu1751	0	0
Zotu4718	0	0
Zotu4210	0	0
Zotu3536	0	0
Zotu3987	0	0
Zotu5383	0	0
Zotu5813	0	0
Zotu5416	0	0
Zotu5404	0	0
Zotu5450	0	0
Zotu4921	0	0
Zotu4164	0	0
Zotu4855	0	0
Zotu5716	0	0
Zotu5764	0	0
Zotu3402	0	0
Zotu4601	0	0
Zotu2266	0	0
Zotu5775	0	0
Zotu4891	0	0
Zotu3790	0	0
Zotu3827	0	0
Zotu4316	0	0
Zotu4679	0	0
Zotu5738	0	0
Zotu6319	0	0
Zotu3113	0	0
Zotu6339	0	0
Zotu6246	0	0
Zotu4559	0	0
Zotu5482	0	0
Zotu6018	0	0
Zotu6356	0	0
Zotu6346	0	0
Zotu4441	0	0
Zotu4747	0	0
Zotu6397	0	0
Zotu4724	0	0
Zotu6000	0	0
Zotu4801	0	0
Zotu6510	0	0
Zotu4414	0	0
Zotu6375	0	0
Zotu6496	0	0
Zotu6478	0	0
Zotu6309	0	0
Zotu5068	0	0
Zotu4506	0	0
Zotu5137	0	0
Zotu5259	0	0
Zotu4950	0	0
Zotu5891	0	0
Zotu6253	0	0
Zotu5047	0	0
Zotu1177	0	0
Zotu2258	0	0
Zotu1862	0	0
Zotu1800	0	0
Zotu4713	0	0
Zotu6431	0	0
Zotu6440	0	0
Zotu6418	0	0
Zotu3525	0	0
Zotu4061	0	0
Zotu1784	0	0
Zotu2353	0	0
Zotu4043	0	0
Zotu3584	0	0
Zotu1936	0	0
Zotu4638	0	0
Zotu6313	0	0
Zotu2219	0	0
Zotu6284	0	0
Zotu6281	0	0
Zotu3617	0	0
Zotu6330	0	0
Zotu3227	0	0
Zotu3626	0	0
Zotu4405	0	0
Zotu2034	0	0
Zotu2932	0	0
Zotu2936	0	0
Zotu1269	0	0
Zotu3258	0	0
Zotu2909	0	0
Zotu4869	0	0
Zotu2106	0	0
Zotu3269	0	0
Zotu2122	0	0
Zotu4598	0	0
Zotu5511	0	0
Zotu2749	0	0
Zotu2930	0	0
Zotu5488	0	0
Zotu4443	0	0
Zotu4459	0	0
Zotu4311	0	0
Zotu5509	0	0
Zotu4709	0	0
Zotu5461	0	0
Zotu2058	0	0
Zotu4386	0	0
Zotu1407	0	0
Zotu4565	0	0
Zotu6315	0	0
Zotu5480	0	0
Zotu5497	0	0
Zotu1749	0	0
Zotu4368	0	0
Zotu3105	0	0
Zotu4383	0	0
Zotu2477	0	0
Zotu3629	0	0
Zotu5481	0	0
Zotu2827	0	0
Zotu5493	0	0
Zotu5498	0	0
Zotu4343	0	0
Zotu6273	0	0
Zotu2208	0	0
Zotu3014	0	0
Zotu2395	0	0
Zotu6242	0	0
Zotu6267	0	0
Zotu6204	0	0
Zotu6471	0	0
Zotu6466	0	0
Zotu6461	0	0
Zotu6480	0	0
Zotu3574	0	0
Zotu6460	0	0
Zotu6255	0	0
Zotu6251	0	0
Zotu4363	0	0
Zotu6221	0	0
Zotu4275	0	0
Zotu4253	0	0
Zotu4803	0	0
Zotu6191	0	0
Zotu3425	0	0
Zotu4218	0	0
Zotu3375	0	0
Zotu6207	0	0
Zotu3561	0	0
Zotu4875	0	0
Zotu4148	0	0
Zotu4802	0	0
Zotu4720	0	0
Zotu3407	0	0
Zotu3403	0	0
Zotu6105	0	0
Zotu6053	0	0
Zotu4624	0	0
Zotu3641	0	0
Zotu4656	0	0
Zotu5864	0	0
Zotu2142	0	0
Zotu4231	0	0
Zotu6145	0	0
Zotu2861	0	0
Zotu3329	0	0
Zotu1380	0	0
Zotu978	0	0
Zotu2986	0	0
Zotu4366	0	0
Zotu1578	0	0
Zotu1766	0	0
Zotu2375	0	0
Zotu1460	0	0
Zotu4563	0	0
Zotu1771	0	0
Zotu3230	0	0
Zotu2263	0	0
Zotu1198	0	0
Zotu2786	0	0
Zotu3806	0	0
Zotu3163	0	0
Zotu3825	0	0
Zotu3800	0	0
Zotu4471	0	0
Zotu3222	0	0
Zotu1758	0	0
Zotu2398	0	0
Zotu3226	0	0
Zotu6341	0	0
Zotu1823	0	0
Zotu2277	0	0
Zotu6290	0	0
Zotu1481	0	0
Zotu4604	0	0
Zotu4068	0	0
Zotu3898	0	0
Zotu6283	0	0
Zotu4685	0	0
Zotu4447	0	0
Zotu1459	0	0
Zotu6294	0	0
Zotu6406	0	0
Zotu6415	0	0
Zotu6411	0	0
Zotu3285	0	0
Zotu6417	0	0
Zotu6416	0	0
Zotu5190	0	0
Zotu2800	0	0
Zotu6439	0	0
Zotu2954	0	0
Zotu6396	0	0
Zotu2563	0	0
Zotu4483	0	0
Zotu6436	0	0
Zotu4742	0	0
Zotu4723	0	0
Zotu4420	0	0
Zotu4549	0	0
Zotu2176	0	0
Zotu5987	0	0
Zotu5953	0	0
Zotu4799	0	0
Zotu2572	0	0
Zotu3910	0	0
Zotu5162	0	0
Zotu5157	0	0
Zotu4427	0	0
Zotu3071	0	0
Zotu3928	0	0
Zotu1976	0	0
Zotu1593	0	0
Zotu4505	0	0
Zotu1012	0	0
Zotu2275	0	0
Zotu2702	0	0
Zotu2888	0	0
Zotu6422	0	0
Zotu3887	0	0
Zotu1516	0	0
Zotu3485	0	0
Zotu6444	0	0
Zotu6426	0	0
Zotu5977	0	0
Zotu2317	0	0
Zotu5317	0	0
Zotu4064	0	0
Zotu4065	0	0
Zotu6408	0	0
Zotu6420	0	0
Zotu6293	0	0
Zotu3107	0	0
Zotu6318	0	0
Zotu6316	0	0
Zotu2691	0	0
Zotu6326	0	0
Zotu4410	0	0
Zotu6340	0	0
Zotu4439	0	0
Zotu5132	0	0
Zotu5133	0	0
Zotu3604	0	0
Zotu6289	0	0
Zotu4401	0	0
Zotu3892	0	0
Zotu3512	0	0
Zotu5512	0	0
Zotu3503	0	0
Zotu5483	0	0
Zotu2039	0	0
Zotu5506	0	0
Zotu5502	0	0
Zotu4380	0	0
Zotu1924	0	0
Zotu6307	0	0
Zotu2083	0	0
Zotu4982	0	0
Zotu6314	0	0
Zotu5001	0	0
Zotu4347	0	0
Zotu5035	0	0
Zotu5036	0	0
Zotu5229	0	0
Zotu5300	0	0
Zotu4288	0	0
Zotu6252	0	0
Zotu6240	0	0
Zotu6241	0	0
Zotu2598	0	0
Zotu4266	0	0
Zotu6249	0	0
Zotu6257	0	0
Zotu3826	0	0
Zotu5228	0	0
Zotu4254	0	0
Zotu6338	0	0
Zotu5260	0	0
Zotu4209	0	0
Zotu6205	0	0
Zotu5254	0	0
Zotu6228	0	0
Zotu6196	0	0
Zotu6195	0	0
Zotu5235	0	0
Zotu4946	0	0
Zotu6097	0	0
Zotu6046	0	0
Zotu6041	0	0
Zotu6034	0	0
Zotu3166	0	0
Zotu5927	0	0
Zotu5862	0	0
Zotu2851	0	0
Zotu4177	0	0
Zotu4200	0	0
Zotu1933	0	0
Zotu4109	0	0
Zotu5003	0	0
Zotu4998	0	0
Zotu5582	0	0
Zotu2730	0	0
