asv_id	FP.GR18286	FP.GR18059	FP.GR18262	FP.GR18061	FP.GR18100	FP.GR18097	FP.GR18066	FP.GR18077	M1	M9	FP.GR18300	FP.GR18064	FP.GR18086	FP.GR18060	FP.GR18249	FP.GR18079	FP.GR18068	FP.GR18052	FP.GR18078	M2	M10	FP.GR18093	FP.GR18099	FP.GR18260	FP.GR18258	FP.GR18259	FP.GR18072	FP.GR18085	FP.GR18065	FP.GR18083	M3	M11	FP.GR18070	FP.GR18245	FP.GR18294	FP.GR18090	FP.GR18295	FP.GR18261	FP.GR18282	FP.GR18275	FP.GR18246	M4	M12	FP.GR18089	FP.GR18095	FP.GR18088	FP.GR18067	FP.GR18062	FP.GR18250	FP.GR18074	FP.GR18055	FP.GR18287	M5	FP.GR18296	FP.GR18284	FP.GR18087	FP.GR18063	FP.GR18272	FP.GR18069	FP.GR18053	FP.GR18082	FP.GR18056	FP.GR18264	M6	FP.GR18051	FP.GR18071	FP.GR18247	FP.GR18273	FP.GR18057	FP.GR18298	FP.GR18076	FP.GR18283	FP.GR18288	M7	FP.GR18073	FP.GR18080	FP.GR18054	FP.GR18252	FP.GR18075	FP.GR18096	FP.GR18081	FP.GR18098	FP.GR18094	M8	COI001013	Plant004013	COI002038	Plant007038	COI003076	Plant006076	KQZ2468_2
Zotu510	2	0	0	1	0	3	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu960	2	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu294	1	1	0	0	7	0	0	2	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	6	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	11	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	2	0	2	1	3	0	0	0	0	0	1	0	0	0	0
Zotu12	2	2	1	3	0	2205	0	1	1	1	0	0	0	1	0	2	0	0	0	0	0	0	1	0	1	0	3	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	205	0	5	0	0	0	0	0	0	1	1	1	0	212	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	126	0	0	1	13	0	0	0	0	0	0	0	0	0	0	0
Zotu6	3	6	4829	7	100	9	3098	3	2	4	1	3	16	541	338	2643	17	105	0	2	1	52	1959	12	2	4	5	21	58	2	0	1	1	0	12	0	3	7	14	368	1	0	0	0	6	213	1	4	7	13	8	2	1	0	2	184	1259	12	2	5	482	0	2	0	3	3	68	1186	0	472	169	5	1897	1	4	1	2	1	27	1	2701	99	14	2	25	0	1	2	1	1	4
Zotu417	6	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Zotu49	1	16	5	0	1	1	0	1	5	3	8	2	3	7	7	3	7	1	8	6	6	0	0	1	9	3	0	0	0	0	4	15	2	0	113	0	0	14	0	0	0	4	0	2	0	0	0	0	2	0	0	2	2	0	0	0	0	15	0	0	0	0	2	2	2	1	0	1	0	7	1	1	0	0	0	0	0	0	17	2	1	0	0	0	0	0	2	0	9	1	1
Zotu154	2	2	0	0	1	1	0	0	0	3	1	0	0	2	0	1	0	4	0	0	10	0	0	0	0	1	0	1	0	0	1	1	0	1	4	0	2	0	0	0	0	0	0	0	0	1	0	0	1	1	1	2	1	0	0	2	1	2	0	3	0	1	0	1	1	0	0	1	0	2	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	2	0	0	0
Zotu550	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0
Zotu273	1	2	2	2	0	0	0	3	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	4	5	0	0	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	9	0	5	1	0	0	0	0	0	0	2	0	5	0	0	0	2	0	0	0	0	0	2	0	0	0	0
Zotu477	1	3	0	1	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
Zotu445	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu28	1	0	0	0	0	0	0	0	1	209	1	0	0	0	0	0	0	0	0	2	151	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	14	0	0	0	0	1	0	0
Zotu565	2	0	1	1	1	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu891	2	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu562	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu338	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	1	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Zotu488	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	3	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	2	1	0	0	0	0	0	0	0	0	0
Zotu783	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Zotu195	4	0	0	3	1	0	0	3	0	0	12	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	3	0	2	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	22	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	1	0	0	0	0
Zotu740	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Zotu328	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0
Zotu213	1	0	0	4	0	0	0	3	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	2	1	2	2	0	0	2	3	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	12	3	0	0	13	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	1	2	1	0	2	0	0	0	0	0	1
Zotu231	1	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	3	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	9	1	0	0	0	3	0	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Zotu9	2	184	3	0	0	0	0	3	0	22	0	0	1	9	4	2	0	15	138	0	31	3	1	5	5	50	5	9	4	1	1	28	5	12	794	1	6	3	0	1	9	3	12	3	0	3	0	1	7	0	0	40	0	0	0	3	2	390	13	1	2	3	45	1	17	2	2	9	2	1217	3	4	1	1	0	1	1	3	228	0	1	1	0	0	5	3	8	1	2	0	3
Zotu629	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Zotu115	1	0	1	2	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	9	2	1	0	0	1	1	0	0	0	0	10	0	1	2	7	1	0	1	0	1	1	2	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	21	0	0	0	0	0	5	2	0	0	0	0	2	0	0	0	0	0	0	0	1	2	1	0	1	0	0	1	1	0	0	2	1	0
Zotu110	1	1	1	0	0	0	0	0	0	27	1	0	0	0	0	0	0	0	0	1	35	0	0	0	0	0	0	0	0	0	0	22	2	1	6	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0
Zotu40	1	0	2	1	1	0	0	0	2	139	0	0	0	0	0	0	0	0	0	1	145	0	0	0	1	0	0	1	0	0	1	48	0	0	1	0	1	0	0	0	0	0	12	0	0	0	1	0	0	0	0	0	0	1	2	0	0	3	0	0	0	0	1	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0
Zotu255	1	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	5	2	0	0	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	6	1	0	0	15	0	9	1	2	0	0	0	0	0	1	0	5	0	0	0	0	1	0	0	1	0	0	0	0	0	0
Zotu882	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu274	3	0	0	1	0	0	0	5	0	0	10	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0
Zotu265	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	4	1	0	0	3	3	2	0	0	0	0	0	1	0	0	1	2	0	0	3	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	8	0	3	0	1	0	0	0	0	0	0	0	7	0	1	0	1	1	0	0	0	0	1	0	0	0	0
Zotu11	1	0	0	2	5	1	24	0	0	0	0	0	2	5	1	2	3	2	0	0	0	4	0	0	1	1	2	0	0	0	0	1	1	0	0	2	0	1	0	0	0	0	0	8	9	1	3	549	3	8	0	0	0	0	0	0	0	0	1	0	72	0	1	0	50	0	0	1636	2	3	0	0	93	0	0	0	0	1	1	383	2	0	0	0	15	0	1	0	1	1	0
Zotu700	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu119	2	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	1	13	1	0	0	1	1	1	0	0	0	5	0	2	1	27	1	2	1	0	2	3	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	9	0	0	0	0	1	2	0	0	1	0	0	3	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	3	1	0	0	0	0
Zotu953	1	0	1	1	1	0	0	1	0	0	6	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
Zotu796	1	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu777	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Zotu82	1	0	0	0	0	0	0	0	0	0	4	3	2	1	4	3	1	1	9	3	0	0	0	1	0	0	0	0	0	0	0	0	8	0	19	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	6	0	1	0	0	55	0	0	0	0	0	26	3	0	0	0	0	0	0	0	0	1	0	5
Zotu448	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	23	0	0	0	0	0	0	0
Zotu981	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu18	1	98	0	3	2	0	0	0	0	0	0	0	0	1	8	0	0	6	105	0	0	1	0	1	0	198	7	2	0	0	2	0	0	1	72	0	12	18	0	0	4	0	0	0	0	2	0	2	0	0	0	34	0	0	0	1	0	6	9	1	9	0	1	0	0	0	0	0	6	14	0	1	0	0	2	0	0	1	360	0	0	1	0	0	1	0	6	0	0	1	2
Zotu114	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	4	12	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	116	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Zotu355	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	6	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Zotu33	0	16	2	24	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	22	13	6	0	1	3	32	126	19	0	0	0	15	7	0	0	0	0	0	0	0	0	2	13	1	0	21	0	2	0	37	0	1	1	0	2	0	0	0	0	10	0	0	230	0	88	11	8	0	0	0	0	0	0	0	41	0	19	0	7	7	1	0	15	0	1	0	0	0	1
Zotu378	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Zotu121	0	14	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	2	6	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	2	0	0	0	0
Zotu299	0	4	1	1	1	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	3	2	3	0	1	3	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0
Zotu93	0	7	0	0	0	0	0	0	0	0	184	0	0	121	0	1	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Zotu70	0	7	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	1	1	0	1	0	0	0	1	77	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	8	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	42	0	0	0	0	0	0	19	0	0	0	1
Zotu267	0	8	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	2	0	5	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0
Zotu516	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu409	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
Zotu543	0	1	0	0	0	0	0	0	0	0	9	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Zotu440	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu321	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	4	0	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0
Zotu58	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	97	0	1	0	0	0	90	0	0	0	0	0	0	0
Zotu35	0	12	3	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	8	14	0	1	0	1	139	1	1	1	0	0	6	0	1	0	169	1	2	10	0	0	1	4	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	25	0	0	1	1	0	5	0	0	0	1	0	14	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	3	0	4	0	0
Zotu162	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	47	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
Zotu766	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Zotu296	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Zotu526	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu839	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Zotu514	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0
Zotu107	0	2	0	0	0	0	0	1	0	0	0	0	0	1	8	1	2	1	2	0	0	0	0	0	2	1	2	0	0	0	0	0	14	0	0	0	35	0	0	0	0	0	0	0	0	0	0	14	0	5	0	0	0	0	0	4	1	0	0	0	0	8	1	0	8	2	0	0	2	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0
Zotu385	0	2	0	0	0	0	0	0	0	0	18	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu180	0	3	0	0	0	0	0	0	0	0	0	0	0	13	0	0	1	5	0	0	0	0	0	0	20	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	3	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0
Zotu21	0	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	634	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	8	0	0	0	0	0	0	2	0	1	0	0	0	81	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Zotu655	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
